vehicle_id,cell_chemistry,cycle_number,calendar_age_days,soh_pct,capacity_Ah,nominal_capacity_kWh,internal_resistance_mOhm,eis_impedance_1kHz_Ohm,voltage_OCV_V,dod_pct,c_rate_charge,c_rate_discharge,temperature_C,data_source
V00221,LFP,165,471.0,98.56,59.14,60.0,14.09,0.0139,3.392,65.7,0.38,0.54,34.0,real_calibrated
V00221,LFP,172,484.0,98.41,59.05,60.0,14.1,0.0139,3.399,39.3,1.77,1.85,17.5,synthetic
V00221,LFP,173,485.0,99.43,59.66,60.0,13.67,0.0127,3.387,84.5,0.7,1.98,25.8,synthetic
V00221,LFP,193,521.0,98.6,59.16,60.0,14.27,0.0159,3.365,39.6,1.61,0.84,30.9,real_calibrated
V00221,LFP,194,523.0,98.82,59.29,60.0,14.17,0.0156,3.374,81.1,1.36,1.69,26.5,real_calibrated
V00221,LFP,208,548.0,98.08,58.85,60.0,14.93,0.0146,3.373,73.5,1.73,1.23,11.2,real_calibrated
V00221,LFP,210,552.0,99.05,59.43,60.0,14.96,0.0148,3.397,71.4,2.48,2.23,34.2,synthetic
V00221,LFP,216,563.0,97.91,58.75,60.0,14.35,0.0143,3.378,86.4,2.2,0.82,43.3,synthetic
V00221,LFP,218,566.0,98.53,59.12,60.0,14.18,0.0133,3.385,94.2,1.99,2.44,25.1,real_calibrated
V00221,LFP,219,568.0,98.13,58.88,60.0,14.0,0.0134,3.377,51.5,2.68,1.69,18.1,real_calibrated
V00221,LFP,221,572.0,98.3,58.98,60.0,14.28,0.0149,3.393,91.0,1.13,1.16,19.5,real_calibrated
V00221,LFP,225,579.0,98.11,58.87,60.0,14.07,0.0129,3.358,93.2,1.79,0.96,23.8,synthetic
V00221,LFP,237,601.0,98.35,59.01,60.0,13.89,0.0134,3.382,62.2,1.68,0.53,32.5,real_calibrated
V00221,LFP,243,611.0,98.54,59.12,60.0,14.19,0.0121,3.382,48.7,1.06,2.19,33.8,synthetic
V00221,LFP,248,620.0,97.91,58.75,60.0,14.14,0.0146,3.364,52.6,0.85,1.21,42.4,real_calibrated
V00221,LFP,252,628.0,97.7,58.62,60.0,14.12,0.0137,3.361,35.3,1.6,2.44,37.2,real_calibrated
V00221,LFP,272,664.0,97.75,58.65,60.0,14.33,0.0141,3.373,60.3,1.29,1.44,41.4,real_calibrated
V00221,LFP,284,685.0,98.4,59.04,60.0,14.12,0.0141,3.363,67.8,0.43,1.28,11.8,synthetic
V00221,LFP,288,692.0,97.31,58.39,60.0,14.54,0.0151,3.363,35.1,0.88,1.34,36.1,real_calibrated
V00221,LFP,294,703.0,98.11,58.87,60.0,14.81,0.0157,3.367,63.6,2.29,2.28,29.6,synthetic
V00221,LFP,299,712.0,97.38,58.43,60.0,14.57,0.0152,3.404,34.7,1.44,0.75,35.2,real_calibrated
V00221,LFP,306,725.0,98.03,58.82,60.0,15.31,0.0154,3.365,84.0,2.67,1.7,37.8,real_calibrated
V00221,LFP,318,746.0,97.83,58.7,60.0,13.73,0.0125,3.374,53.3,1.81,1.5,28.2,real_calibrated
V00221,LFP,330,768.0,97.18,58.31,60.0,14.04,0.0153,3.373,61.8,0.46,2.17,20.9,synthetic
V00221,LFP,346,797.0,97.26,58.36,60.0,13.54,0.0136,3.378,51.7,2.81,1.46,27.0,real_calibrated
V00221,LFP,348,800.0,97.24,58.34,60.0,14.02,0.0162,3.383,82.2,1.49,0.75,29.5,real_calibrated
V00221,LFP,353,809.0,96.88,58.13,60.0,14.17,0.0158,3.372,57.2,2.63,1.18,20.9,real_calibrated
V00221,LFP,354,811.0,97.16,58.3,60.0,14.86,0.0133,3.367,69.9,0.53,0.84,21.3,synthetic
V00221,LFP,362,826.0,97.22,58.33,60.0,13.66,0.0149,3.39,57.8,1.58,1.88,17.8,real_calibrated
V00221,LFP,363,827.0,97.21,58.33,60.0,14.67,0.0148,3.365,58.7,2.58,0.98,26.7,real_calibrated
V00221,LFP,364,829.0,96.81,58.09,60.0,14.09,0.0143,3.372,70.5,1.15,0.78,27.9,real_calibrated
V00221,LFP,368,836.0,96.9,58.14,60.0,14.94,0.0148,3.375,94.5,0.8,1.19,28.3,real_calibrated
V00221,LFP,379,856.0,97.11,58.27,60.0,14.13,0.0144,3.368,75.4,1.45,1.22,24.3,real_calibrated
V00221,LFP,384,865.0,96.92,58.15,60.0,14.73,0.0161,3.378,77.4,2.66,2.35,22.9,synthetic
V00221,LFP,396,887.0,96.76,58.06,60.0,14.57,0.0138,3.374,64.0,0.84,1.99,27.1,synthetic
V00221,LFP,399,892.0,96.86,58.12,60.0,14.02,0.0135,3.367,44.7,2.05,1.85,10.0,synthetic
V00221,LFP,400,894.0,96.98,58.19,60.0,15.04,0.0141,3.395,36.0,1.44,0.58,9.7,real_calibrated
V00221,LFP,411,914.0,96.69,58.01,60.0,14.7,0.0154,3.364,78.3,0.75,0.8,31.0,real_calibrated
V00221,LFP,418,926.0,96.98,58.19,60.0,13.09,0.0145,3.378,50.0,2.45,1.5,40.1,real_calibrated
V00221,LFP,424,937.0,97.04,58.22,60.0,13.78,0.0126,3.366,93.3,0.72,1.8,21.1,real_calibrated
V00221,LFP,427,943.0,96.82,58.09,60.0,14.13,0.0123,3.383,57.1,2.89,1.97,16.2,real_calibrated
V00221,LFP,431,950.0,96.36,57.82,60.0,14.77,0.0147,3.378,58.6,0.56,1.19,30.6,real_calibrated
V00221,LFP,434,955.0,96.82,58.09,60.0,15.04,0.0152,3.363,83.9,2.73,0.55,30.7,real_calibrated
V00221,LFP,438,962.0,96.42,57.85,60.0,14.71,0.0146,3.377,30.5,2.65,1.93,38.1,synthetic
V00221,LFP,439,964.0,96.52,57.91,60.0,14.02,0.0158,3.374,35.2,1.05,2.32,31.2,real_calibrated
V00221,LFP,443,971.0,96.13,57.68,60.0,14.27,0.0135,3.375,45.4,1.44,1.69,21.5,real_calibrated
V00221,LFP,445,975.0,96.5,57.9,60.0,14.77,0.0162,3.369,65.6,2.16,1.69,33.2,real_calibrated
V00221,LFP,446,977.0,96.5,57.9,60.0,14.67,0.0133,3.369,84.5,1.5,0.84,34.1,synthetic
V00221,LFP,465,1011.0,96.65,57.99,60.0,13.17,0.0131,3.373,71.4,1.59,0.57,28.2,real_calibrated
V00221,LFP,466,1013.0,96.37,57.82,60.0,13.92,0.0144,3.368,46.9,2.57,1.33,35.3,real_calibrated
V00221,LFP,468,1016.0,96.51,57.91,60.0,13.81,0.0144,3.368,89.3,1.77,0.52,23.5,real_calibrated
V00221,LFP,475,1029.0,95.46,57.28,60.0,14.57,0.0163,3.372,36.4,2.31,2.45,25.0,synthetic
V00221,LFP,476,1031.0,96.19,57.71,60.0,14.46,0.0153,3.39,48.0,1.55,1.53,34.2,real_calibrated
V00221,LFP,478,1034.0,96.31,57.79,60.0,13.61,0.0134,3.373,42.4,2.14,2.37,34.9,real_calibrated
V00221,LFP,494,1063.0,96.39,57.83,60.0,14.72,0.0151,3.389,88.2,0.72,2.23,28.1,real_calibrated
V00221,LFP,497,1069.0,96.11,57.67,60.0,14.69,0.0156,3.388,68.5,2.98,2.3,24.4,real_calibrated
V00221,LFP,500,1074.0,96.15,57.69,60.0,14.85,0.0138,3.389,82.8,2.52,2.48,33.2,synthetic
V00221,LFP,502,1078.0,96.46,57.88,60.0,14.09,0.0148,3.383,71.9,2.11,1.18,33.2,real_calibrated
V00221,LFP,503,1079.0,96.09,57.65,60.0,14.73,0.0148,3.384,86.5,1.23,1.81,21.0,synthetic
V00221,LFP,508,1088.0,95.93,57.56,60.0,14.32,0.014,3.366,43.0,1.85,1.31,32.8,real_calibrated
V00221,LFP,509,1090.0,95.35,57.21,60.0,14.31,0.0154,3.367,58.6,1.64,2.2,25.4,synthetic
V00221,LFP,510,1092.0,95.57,57.34,60.0,14.88,0.0144,3.39,93.2,0.98,0.71,36.6,real_calibrated
V00221,LFP,511,1094.0,96.01,57.61,60.0,14.67,0.0142,3.374,57.5,2.38,1.57,3.5,synthetic
V00221,LFP,515,1101.0,96.0,57.6,60.0,14.21,0.0124,3.38,89.1,2.25,2.07,23.8,real_calibrated
V00221,LFP,519,1108.0,95.49,57.29,60.0,14.8,0.015,3.371,53.5,1.0,1.48,36.6,real_calibrated
V00221,LFP,534,1135.0,95.36,57.22,60.0,14.82,0.0168,3.384,80.7,0.98,1.77,27.5,real_calibrated
V00221,LFP,536,1139.0,94.78,56.87,60.0,14.17,0.0142,3.363,77.2,0.84,0.85,29.1,real_calibrated
V00221,LFP,541,1148.0,95.99,57.59,60.0,15.63,0.0153,3.365,47.8,0.96,2.03,21.8,real_calibrated
V00221,LFP,545,1155.0,95.87,57.52,60.0,13.69,0.0122,3.365,47.5,1.62,1.65,12.9,real_calibrated
V00221,LFP,551,1166.0,96.01,57.61,60.0,14.03,0.0145,3.388,83.6,1.47,0.73,31.5,real_calibrated
V00221,LFP,555,1173.0,95.61,57.37,60.0,13.84,0.0138,3.379,75.2,0.6,0.64,26.2,real_calibrated
V00221,LFP,580,1218.0,95.73,57.44,60.0,14.16,0.0156,3.372,69.8,0.91,1.48,25.8,real_calibrated
V00221,LFP,583,1223.0,95.71,57.43,60.0,15.66,0.0142,3.376,77.6,2.96,2.06,19.4,real_calibrated
V00221,LFP,589,1234.0,95.6,57.36,60.0,14.72,0.0138,3.383,39.1,0.54,0.74,23.5,synthetic
V00221,LFP,592,1240.0,94.74,56.84,60.0,14.17,0.014,3.375,88.2,2.74,1.72,32.4,real_calibrated
V00221,LFP,598,1250.0,95.27,57.16,60.0,14.32,0.0155,3.37,34.9,2.75,2.02,17.4,real_calibrated
V00221,LFP,610,1272.0,95.08,57.05,60.0,14.12,0.0139,3.361,75.4,2.16,1.48,28.9,real_calibrated
V00221,LFP,617,1285.0,95.41,57.25,60.0,14.48,0.0161,3.364,90.2,1.64,0.59,23.5,real_calibrated
V00221,LFP,618,1286.0,95.35,57.21,60.0,15.34,0.017,3.377,49.0,0.83,1.28,36.0,synthetic
V00221,LFP,626,1301.0,95.28,57.17,60.0,14.83,0.0158,3.372,76.9,2.49,0.98,26.2,synthetic
V00221,LFP,635,1317.0,94.65,56.79,60.0,14.46,0.0149,3.361,83.7,2.73,0.62,25.7,real_calibrated
V00221,LFP,641,1328.0,94.7,56.82,60.0,14.96,0.0138,3.373,32.8,2.82,1.32,27.7,real_calibrated
V00221,LFP,646,1337.0,94.97,56.98,60.0,15.13,0.0159,3.397,47.6,2.68,2.39,23.9,real_calibrated
V00221,LFP,651,1346.0,94.42,56.65,60.0,14.66,0.0146,3.375,83.3,2.44,1.21,47.0,real_calibrated
V00221,LFP,656,1355.0,95.44,57.26,60.0,14.18,0.0165,3.371,38.9,1.01,2.49,26.6,synthetic
V00221,LFP,664,1369.0,94.76,56.86,60.0,14.9,0.0138,3.38,31.7,2.16,2.11,19.5,real_calibrated
V00221,LFP,666,1373.0,94.79,56.87,60.0,14.93,0.0157,3.382,62.6,2.86,1.69,19.5,synthetic
V00221,LFP,688,1412.0,94.18,56.51,60.0,15.12,0.0152,3.359,40.3,2.13,1.77,36.5,synthetic
V00221,LFP,689,1414.0,94.46,56.68,60.0,14.81,0.0118,3.36,58.5,0.63,2.22,34.5,synthetic
V00221,LFP,699,1432.0,93.98,56.39,60.0,14.24,0.0118,3.373,46.4,1.27,1.5,26.3,real_calibrated
V00221,LFP,704,1441.0,94.48,56.69,60.0,14.0,0.0121,3.365,31.9,2.01,0.68,23.1,real_calibrated
V00221,LFP,705,1443.0,94.54,56.72,60.0,15.55,0.0138,3.376,82.1,1.12,1.57,18.2,synthetic
V00221,LFP,707,1447.0,93.87,56.32,60.0,14.41,0.0155,3.341,42.5,2.81,2.29,29.3,real_calibrated
V00221,LFP,725,1479.0,94.29,56.57,60.0,14.91,0.0142,3.373,69.3,1.15,1.96,21.2,real_calibrated
V00221,LFP,729,1486.0,94.11,56.47,60.0,14.56,0.0152,3.375,72.1,0.97,1.02,17.1,synthetic
V00221,LFP,731,1490.0,94.18,56.51,60.0,14.85,0.0153,3.369,39.9,1.28,2.22,26.3,synthetic
V00221,LFP,737,1501.0,94.16,56.5,60.0,14.52,0.0158,3.37,75.9,2.18,2.28,24.3,real_calibrated
V00221,LFP,751,1526.0,94.41,56.65,60.0,14.76,0.0149,3.383,89.3,2.83,1.42,31.4,real_calibrated
V00221,LFP,753,1529.0,94.65,56.79,60.0,13.8,0.0133,3.367,33.8,1.96,1.63,29.9,real_calibrated
V00221,LFP,759,1540.0,94.07,56.44,60.0,15.31,0.0151,3.369,66.3,1.05,1.08,35.7,real_calibrated
V00221,LFP,763,1547.0,93.84,56.3,60.0,14.87,0.0142,3.387,39.5,1.04,1.7,41.5,synthetic
V00221,LFP,768,1556.0,94.42,56.65,60.0,15.02,0.0153,3.371,65.1,1.63,1.35,28.8,synthetic
V00221,LFP,769,1558.0,94.18,56.51,60.0,14.8,0.0129,3.369,86.4,0.36,0.63,32.0,real_calibrated
V00221,LFP,787,1591.0,93.54,56.12,60.0,14.17,0.0125,3.36,36.3,2.44,2.05,27.0,synthetic
V00221,LFP,788,1592.0,93.85,56.31,60.0,14.74,0.0163,3.368,84.7,1.75,1.14,34.7,real_calibrated
V00221,LFP,791,1598.0,93.44,56.06,60.0,14.86,0.0155,3.367,79.9,2.38,0.82,29.6,synthetic
V00221,LFP,794,1603.0,94.37,56.62,60.0,15.23,0.0167,3.368,69.4,2.58,0.55,26.3,real_calibrated
V00221,LFP,803,1619.0,93.3,55.98,60.0,14.2,0.0143,3.362,80.3,0.51,1.51,37.8,synthetic
V00221,LFP,810,1632.0,93.64,56.18,60.0,14.53,0.0148,3.38,56.8,2.47,1.26,21.9,synthetic
V00222,NMC,0,293.0,100.0,75.11,75.0,18.13,0.0189,4.113,85.3,0.85,0.75,23.3,synthetic
V00222,NMC,4,300.0,99.69,74.77,75.0,18.77,0.0193,4.091,66.5,2.06,1.06,27.2,real_calibrated
V00222,NMC,11,313.0,99.84,74.88,75.0,18.21,0.0195,4.118,53.9,1.84,2.35,45.9,real_calibrated
V00222,NMC,26,340.0,100.0,75.12,75.0,18.48,0.0202,4.094,69.1,1.23,1.25,31.5,real_calibrated
V00222,NMC,29,345.0,99.84,74.88,75.0,17.3,0.0173,4.094,60.7,2.43,2.11,31.7,synthetic
V00222,NMC,31,349.0,99.94,74.95,75.0,17.33,0.0186,4.09,47.0,2.83,2.4,24.3,synthetic
V00222,NMC,32,351.0,100.0,75.03,75.0,17.87,0.0163,4.107,91.0,1.13,2.18,12.5,real_calibrated
V00222,NMC,41,367.0,99.22,74.42,75.0,19.23,0.0183,4.103,82.0,0.37,1.6,21.9,real_calibrated
V00222,NMC,47,378.0,99.17,74.38,75.0,18.89,0.0198,4.116,35.8,1.09,1.57,23.8,real_calibrated
V00222,NMC,56,394.0,99.57,74.68,75.0,19.7,0.0189,4.113,67.7,1.45,0.83,23.6,real_calibrated
V00222,NMC,73,424.0,99.09,74.32,75.0,18.81,0.0191,4.1,37.7,1.67,1.28,38.1,real_calibrated
V00222,NMC,78,433.0,99.41,74.56,75.0,18.3,0.0176,4.111,65.5,2.11,1.83,25.4,real_calibrated
V00222,NMC,83,442.0,99.84,74.88,75.0,18.77,0.0186,4.081,79.4,2.89,0.75,43.9,real_calibrated
V00222,NMC,86,448.0,99.66,74.75,75.0,17.69,0.015,4.112,72.7,1.28,1.31,38.4,real_calibrated
V00222,NMC,90,455.0,98.79,74.09,75.0,18.7,0.0182,4.118,42.9,1.42,0.73,27.9,real_calibrated
V00222,NMC,96,466.0,99.0,74.25,75.0,19.75,0.0201,4.097,59.5,1.88,1.78,22.4,real_calibrated
V00222,NMC,105,482.0,99.49,74.62,75.0,17.79,0.0169,4.087,36.5,0.37,0.84,42.3,synthetic
V00222,NMC,114,498.0,99.34,74.5,75.0,18.42,0.0192,4.11,56.4,1.2,0.74,35.9,synthetic
V00222,NMC,121,511.0,99.2,74.4,75.0,18.86,0.0182,4.1,56.1,1.08,2.13,31.4,synthetic
V00222,NMC,133,532.0,98.77,74.08,75.0,19.13,0.02,4.083,77.8,1.61,2.18,25.4,synthetic
V00222,NMC,134,534.0,99.65,74.74,75.0,18.1,0.0177,4.104,79.2,2.28,0.81,22.5,real_calibrated
V00222,NMC,140,545.0,99.43,74.57,75.0,18.29,0.016,4.1,59.6,1.55,1.8,24.8,real_calibrated
V00222,NMC,146,556.0,98.96,74.22,75.0,18.6,0.0186,4.102,59.3,2.06,0.62,23.5,synthetic
V00222,NMC,148,559.0,98.75,74.06,75.0,18.37,0.0163,4.108,73.2,0.59,1.46,23.5,synthetic
V00222,NMC,150,563.0,99.22,74.42,75.0,18.59,0.0195,4.092,37.6,2.44,1.13,34.1,synthetic
V00222,NMC,158,577.0,98.55,73.91,75.0,18.99,0.0204,4.096,55.6,2.57,1.53,24.6,synthetic
V00222,NMC,161,583.0,99.13,74.35,75.0,18.93,0.0188,4.094,60.3,2.21,1.52,26.7,synthetic
V00222,NMC,162,585.0,99.51,74.63,75.0,18.48,0.0199,4.092,94.1,1.42,2.32,23.3,real_calibrated
V00222,NMC,175,608.0,98.41,73.81,75.0,18.63,0.0195,4.117,88.8,2.27,2.2,41.3,real_calibrated
V00222,NMC,192,639.0,99.05,74.29,75.0,18.62,0.019,4.101,57.8,2.38,1.14,23.7,synthetic
V00222,NMC,195,644.0,98.84,74.13,75.0,18.34,0.0182,4.112,33.2,2.3,1.11,39.8,real_calibrated
V00222,NMC,206,664.0,98.58,73.94,75.0,18.37,0.0181,4.085,68.8,0.81,2.28,35.1,real_calibrated
V00222,NMC,218,685.0,98.51,73.88,75.0,18.43,0.0187,4.12,72.1,2.54,1.47,27.2,real_calibrated
V00222,NMC,221,691.0,98.51,73.88,75.0,19.04,0.0188,4.1,81.8,2.15,2.15,25.2,real_calibrated
V00222,NMC,223,694.0,98.56,73.92,75.0,18.64,0.0198,4.081,30.2,2.22,1.87,22.9,real_calibrated
V00222,NMC,225,698.0,98.39,73.79,75.0,18.45,0.0178,4.1,66.1,1.93,2.08,21.5,synthetic
V00222,NMC,226,700.0,98.55,73.91,75.0,18.52,0.0163,4.087,73.5,2.7,2.36,42.5,real_calibrated
V00222,NMC,239,723.0,98.53,73.9,75.0,18.82,0.0186,4.096,85.8,1.9,1.09,22.2,synthetic
V00222,NMC,240,725.0,98.52,73.89,75.0,18.91,0.0188,4.082,70.7,1.98,0.73,37.6,real_calibrated
V00222,NMC,241,727.0,99.04,74.28,75.0,18.84,0.016,4.099,78.7,2.88,1.24,15.1,real_calibrated
V00222,NMC,249,741.0,98.42,73.81,75.0,17.97,0.0191,4.089,89.4,0.78,1.63,22.3,real_calibrated
V00222,NMC,251,745.0,98.21,73.66,75.0,19.1,0.0202,4.119,39.9,2.46,1.63,32.5,synthetic
V00222,NMC,257,756.0,98.96,74.22,75.0,18.28,0.018,4.073,54.2,1.84,2.13,37.7,real_calibrated
V00222,NMC,264,768.0,98.56,73.92,75.0,18.3,0.0195,4.097,82.1,1.02,1.97,33.4,synthetic
V00222,NMC,266,772.0,98.14,73.61,75.0,18.07,0.0177,4.096,65.4,2.21,0.87,36.8,real_calibrated
V00222,NMC,269,777.0,98.45,73.84,75.0,18.36,0.0192,4.105,81.6,0.92,0.85,25.3,real_calibrated
V00222,NMC,271,781.0,98.18,73.64,75.0,19.43,0.0185,4.09,34.1,1.81,1.43,16.6,real_calibrated
V00222,NMC,281,799.0,98.58,73.94,75.0,18.71,0.0212,4.09,85.8,2.15,2.47,22.2,real_calibrated
V00222,NMC,295,824.0,98.39,73.79,75.0,18.38,0.0197,4.087,74.0,0.63,2.02,36.9,real_calibrated
V00222,NMC,307,846.0,97.68,73.26,75.0,18.33,0.0176,4.091,90.2,2.42,1.0,26.0,real_calibrated
V00222,NMC,308,847.0,98.4,73.8,75.0,18.83,0.0181,4.109,47.9,2.03,1.05,27.1,real_calibrated
V00222,NMC,312,855.0,98.19,73.64,75.0,18.94,0.02,4.106,31.1,2.53,1.84,37.1,real_calibrated
V00222,NMC,317,864.0,98.44,73.83,75.0,18.67,0.02,4.096,48.4,0.36,1.18,11.9,synthetic
V00222,NMC,330,887.0,97.9,73.42,75.0,18.45,0.0195,4.097,78.6,0.55,0.74,26.0,real_calibrated
V00222,NMC,334,894.0,97.91,73.43,75.0,18.36,0.0193,4.099,41.6,1.14,1.45,20.0,real_calibrated
V00222,NMC,335,896.0,98.22,73.67,75.0,19.13,0.019,4.106,70.5,0.6,1.72,40.9,real_calibrated
V00222,NMC,343,910.0,98.01,73.51,75.0,19.32,0.019,4.097,72.7,1.8,1.17,25.1,real_calibrated
V00222,NMC,349,921.0,98.02,73.52,75.0,17.73,0.0183,4.099,47.0,0.62,2.09,36.2,real_calibrated
V00222,NMC,354,930.0,97.95,73.46,75.0,19.04,0.0171,4.11,82.5,1.37,1.77,18.7,synthetic
V00222,NMC,356,934.0,97.63,73.22,75.0,18.62,0.0188,4.107,66.4,0.66,1.85,34.7,real_calibrated
V00222,NMC,358,937.0,97.68,73.26,75.0,18.47,0.0188,4.092,30.9,0.85,1.75,31.0,real_calibrated
V00222,NMC,361,943.0,97.82,73.36,75.0,17.95,0.0176,4.098,75.8,2.41,1.55,25.4,synthetic
V00222,NMC,365,950.0,97.86,73.39,75.0,18.17,0.0181,4.097,46.3,0.87,1.3,17.7,synthetic
V00222,NMC,378,973.0,98.3,73.72,75.0,18.61,0.0189,4.089,68.9,2.85,1.31,29.2,real_calibrated
V00222,NMC,399,1011.0,97.22,72.92,75.0,18.25,0.0172,4.09,41.8,1.59,1.93,23.3,synthetic
V00222,NMC,400,1013.0,97.88,73.41,75.0,17.96,0.017,4.095,93.2,2.17,1.51,10.4,real_calibrated
V00222,NMC,405,1022.0,97.63,73.22,75.0,19.37,0.0208,4.098,39.0,1.71,2.07,30.9,real_calibrated
V00222,NMC,406,1024.0,97.78,73.33,75.0,17.14,0.0165,4.078,57.0,2.84,1.3,28.5,synthetic
V00222,NMC,417,1044.0,97.94,73.45,75.0,18.94,0.0196,4.101,94.1,2.78,2.14,18.8,synthetic
V00222,NMC,421,1051.0,97.2,72.9,75.0,18.39,0.0188,4.114,66.5,1.71,2.44,19.6,real_calibrated
V00222,NMC,423,1054.0,97.51,73.13,75.0,18.43,0.0178,4.088,39.2,0.95,1.61,27.7,real_calibrated
V00222,NMC,426,1060.0,97.91,73.43,75.0,18.03,0.0184,4.106,62.0,2.18,2.04,26.4,real_calibrated
V00222,NMC,431,1069.0,97.54,73.16,75.0,18.65,0.0192,4.079,38.6,1.35,1.09,28.9,real_calibrated
V00222,NMC,438,1081.0,97.33,73.0,75.0,18.45,0.0192,4.094,39.7,1.47,0.59,25.1,real_calibrated
V00222,NMC,442,1089.0,96.53,72.4,75.0,19.93,0.0187,4.078,56.2,1.08,1.67,39.0,synthetic
V00222,NMC,457,1116.0,97.18,72.89,75.0,18.74,0.0181,4.102,75.1,2.04,2.0,29.8,synthetic
V00222,NMC,461,1123.0,97.05,72.79,75.0,18.08,0.017,4.11,85.6,2.55,1.06,28.2,real_calibrated
V00222,NMC,464,1128.0,97.29,72.97,75.0,18.08,0.0179,4.112,54.2,2.71,1.38,30.2,real_calibrated
V00222,NMC,469,1137.0,97.39,73.04,75.0,19.46,0.0188,4.101,94.1,2.17,1.06,27.0,real_calibrated
V00222,NMC,470,1139.0,97.41,73.06,75.0,18.4,0.0176,4.106,75.6,0.8,2.2,31.8,real_calibrated
V00222,NMC,474,1146.0,97.25,72.94,75.0,19.15,0.0202,4.09,39.3,1.77,1.59,31.3,real_calibrated
V00222,NMC,478,1153.0,96.69,72.52,75.0,18.69,0.0195,4.094,88.3,1.86,0.61,33.0,real_calibrated
V00222,NMC,485,1166.0,97.21,72.91,75.0,18.53,0.0182,4.095,50.0,2.65,1.62,30.7,real_calibrated
V00222,NMC,488,1171.0,96.91,72.68,75.0,18.98,0.0202,4.095,61.2,1.57,1.85,31.3,real_calibrated
V00222,NMC,494,1182.0,97.33,73.0,75.0,18.83,0.0199,4.097,34.3,0.99,0.79,35.5,real_calibrated
V00222,NMC,502,1197.0,96.86,72.64,75.0,18.67,0.0192,4.079,47.3,0.71,0.96,24.2,synthetic
V00222,NMC,503,1198.0,96.61,72.46,75.0,18.57,0.019,4.085,71.7,1.81,1.32,23.6,real_calibrated
V00222,NMC,505,1202.0,96.76,72.57,75.0,19.47,0.0188,4.109,88.2,1.14,1.08,32.4,real_calibrated
V00222,NMC,506,1204.0,96.76,72.57,75.0,18.13,0.0174,4.106,63.5,1.19,0.8,29.2,synthetic
V00222,NMC,512,1215.0,97.0,72.75,75.0,18.75,0.0189,4.095,36.0,0.81,0.66,33.0,synthetic
V00222,NMC,514,1218.0,97.15,72.86,75.0,19.55,0.0188,4.091,55.3,0.4,0.56,30.9,real_calibrated
V00222,NMC,519,1227.0,96.62,72.47,75.0,19.25,0.0186,4.09,91.0,0.95,0.83,22.0,synthetic
V00222,NMC,522,1233.0,96.54,72.41,75.0,19.02,0.021,4.091,94.5,2.6,1.13,23.2,synthetic
V00222,NMC,540,1265.0,96.41,72.31,75.0,18.57,0.018,4.096,43.3,0.49,0.93,28.6,synthetic
V00222,NMC,545,1274.0,96.27,72.2,75.0,19.56,0.0213,4.093,77.3,2.83,0.84,23.2,real_calibrated
V00222,NMC,547,1278.0,96.37,72.28,75.0,19.14,0.0196,4.093,94.8,2.87,0.81,32.2,synthetic
V00222,NMC,549,1281.0,96.8,72.6,75.0,19.39,0.0205,4.096,87.1,2.02,2.42,25.0,real_calibrated
V00222,NMC,555,1292.0,96.49,72.37,75.0,18.75,0.0188,4.077,93.0,2.71,1.51,30.4,synthetic
V00222,NMC,575,1328.0,96.42,72.31,75.0,18.37,0.0189,4.095,75.4,1.05,2.28,18.1,synthetic
V00222,NMC,581,1339.0,96.59,72.44,75.0,18.55,0.0179,4.121,82.4,1.02,1.68,20.7,real_calibrated
V00222,NMC,587,1350.0,96.07,72.05,75.0,19.21,0.0205,4.089,30.8,0.35,1.1,21.4,real_calibrated
V00222,NMC,590,1355.0,96.49,72.37,75.0,18.16,0.0199,4.103,50.6,2.01,1.28,42.2,synthetic
V00222,NMC,593,1360.0,95.88,71.91,75.0,19.3,0.0178,4.081,36.7,0.42,2.1,33.9,real_calibrated
V00222,NMC,595,1364.0,97.31,72.98,75.0,18.95,0.0191,4.099,47.9,1.52,2.2,28.0,synthetic
V00222,NMC,614,1398.0,96.42,72.31,75.0,18.56,0.0187,4.101,78.3,1.56,0.88,18.8,synthetic
V00222,NMC,625,1418.0,95.9,71.92,75.0,17.55,0.0191,4.102,71.7,1.95,2.34,27.7,real_calibrated
V00222,NMC,626,1420.0,95.99,71.99,75.0,18.92,0.0185,4.106,69.1,0.55,1.51,30.5,real_calibrated
V00222,NMC,627,1422.0,96.52,72.39,75.0,18.85,0.0169,4.107,40.6,1.78,1.12,38.5,real_calibrated
V00222,NMC,643,1450.0,96.02,72.02,75.0,19.33,0.0201,4.092,50.1,0.77,0.69,36.1,real_calibrated
V00222,NMC,644,1452.0,96.07,72.05,75.0,18.24,0.0176,4.094,41.3,2.57,1.63,21.1,real_calibrated
V00222,NMC,650,1463.0,96.11,72.08,75.0,19.37,0.0194,4.1,85.8,2.36,0.86,31.8,real_calibrated
V00222,NMC,652,1467.0,96.0,72.0,75.0,18.24,0.0183,4.098,78.2,2.95,1.25,34.4,real_calibrated
V00222,NMC,654,1470.0,96.39,72.29,75.0,19.4,0.0194,4.096,92.6,1.44,1.84,29.2,real_calibrated
V00222,NMC,657,1476.0,96.09,72.07,75.0,18.05,0.0175,4.084,90.2,1.19,1.9,31.5,synthetic
V00222,NMC,660,1481.0,95.77,71.83,75.0,18.93,0.0187,4.086,87.0,0.7,1.17,25.9,real_calibrated
